name,type,power,accuracy,id,created_date,updated_date,created_by_id,created_by,is_sample
"Mimic","Normal","0","0","6970a47cb36ec118440c1cd4","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"High Jump Kick","Fighting","130","90","6970a47cb36ec118440c1cbc","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Disable","Normal","0","100","6970a47cb36ec118440c1c9d","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bone Club","Ground","65","85","6970a47cb36ec118440c1c8e","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fire Punch","Fire","75","100","6970a47cb36ec118440c1cab","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Psywave","Psychic","0","100","6970a47cb36ec118440c1ce3","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Horn Attack","Normal","65","100","6970a47cb36ec118440c1cbd","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Harden","Normal","0","0","6970a47cb36ec118440c1cb9","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Leer","Normal","0","100","6970a47cb36ec118440c1cca","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Fire Blast","Fire","110","85","6970a47cb36ec118440c1caa","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Double Team","Normal","0","0","6970a47cb36ec118440c1ca1","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Lick","Ghost","30","100","6970a47cb36ec118440c1ccb","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Comet Punch","Normal","18","85","6970a47cb36ec118440c1c93","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Bubble Beam","Water","65","100","6970a47cb36ec118440c1c91","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Jump Kick","Fighting","100","95","6970a47cb36ec118440c1cc5","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Confuse Ray","Ghost","0","100","6970a47cb36ec118440c1c94","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Minimize","Normal","0","0","6970a47cb36ec118440c1cd5","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Dig","Ground","80","100","6970a47cb36ec118440c1c9c","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Low Kick","Fighting","0","100","6970a47cb36ec118440c1cce","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Hydro Pump","Water","110","80","6970a47cb36ec118440c1cbf","2026-01-21T10:03:40.691000","2026-01-21T10:03:40.691000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
"Absorb","Grass","20","100","6970a47cb36ec118440c1c81","2026-01-21T10:03:40.690000","2026-01-21T10:03:40.690000","6968d9b33bd7615d4854fd8b","nadavatar@gmail.com","false"
